customer_id,store_pref,start_date,end_date,price_sens,purch_freq,promo_sens,basket_size,repurchase_frequency
101,19,0,155,0,0,0,1,1
102,25,0,155,0,1,0,1,0
103,7,0,155,0,1,0,1,0
104,25,0,155,0,1,0,1,0
105,20,0,155,0,0,1,1,0
106,3,0,155,1,2,2,1,1
107,16,0,155,2,1,1,1,1
108,14,0,155,1,2,0,1,0
109,14,0,155,0,0,0,2,1
110,6,0,155,0,0,0,0,1
111,27,0,155,0,0,0,2,1
112,3,0,155,0,2,0,0,2
113,24,0,155,1,2,1,1,0
114,17,0,155,0,0,2,1,0
115,13,0,155,1,0,0,1,1
116,9,0,155,0,1,1,1,1
117,23,0,155,2,2,2,2,2
118,22,0,155,0,2,0,1,1
119,4,0,155,0,0,0,0,0
120,11,0,155,0,2,0,0,1
121,25,0,155,0,0,2,2,0
122,14,0,155,2,0,0,2,0
123,7,0,155,1,2,1,0,1
124,18,0,155,0,2,0,0,0
125,25,0,155,1,1,0,1,0
126,3,0,155,0,1,2,0,0
127,0,0,155,2,0,0,0,0
128,20,0,155,1,2,1,0,0
129,14,0,155,1,2,0,1,2
130,7,0,155,0,2,1,0,0
131,13,0,155,1,1,0,1,2
132,2,0,155,0,0,0,1,0
133,10,0,155,0,1,1,1,0
134,25,0,155,1,2,0,1,1
135,26,0,155,1,2,0,0,0
136,10,0,155,0,0,0,1,0
137,7,0,155,0,0,0,1,0
138,12,0,155,1,0,1,0,0
139,14,0,155,0,0,0,1,0
140,13,0,155,1,0,0,0,0
141,22,0,155,1,2,0,0,1
142,6,0,155,1,2,0,0,0
143,17,0,155,0,2,2,1,2
144,16,0,155,1,2,0,1,1
145,29,0,155,2,0,0,2,1
146,22,0,155,0,0,1,1,1
147,26,0,155,2,1,1,0,1
148,8,0,155,2,2,0,0,2
149,27,0,155,0,1,0,1,1
150,17,0,155,0,1,1,1,2
151,12,0,155,0,1,0,1,0
152,25,0,155,0,0,0,1,1
153,8,0,155,0,1,1,0,0
154,6,0,155,0,0,0,2,0
155,5,0,155,0,1,0,0,2
156,26,0,155,0,2,0,2,0
157,23,0,155,0,0,0,1,1
158,26,0,155,2,2,0,1,1
159,11,0,155,0,2,0,1,1
160,25,0,155,2,0,0,1,0
161,29,0,155,0,1,0,1,2
162,6,0,155,0,1,1,0,1
163,1,0,155,0,1,0,1,1
164,25,0,155,0,2,0,1,1
165,25,0,155,1,1,0,0,2
166,0,0,155,1,0,1,2,0
167,24,0,155,0,2,2,1,0
168,25,0,155,0,1,1,2,0
169,25,0,155,0,2,0,2,2
170,27,0,155,0,2,0,1,1
171,0,0,155,0,0,0,1,0
172,7,0,155,0,2,1,0,2
173,10,0,155,1,1,0,2,0
174,6,0,155,0,0,1,1,1
175,5,0,155,0,2,0,1,1
176,3,0,155,1,0,2,2,0
177,8,0,155,0,1,0,0,0
178,27,0,155,1,1,0,1,2
179,3,0,155,1,0,0,0,2
180,6,0,155,1,0,2,1,0
181,6,0,155,0,2,0,1,0
182,23,0,155,0,2,0,1,0
183,14,0,155,0,0,0,1,0
184,19,0,155,2,2,2,2,0
185,13,0,155,1,0,1,1,0
186,22,0,155,0,2,0,1,1
187,17,0,155,0,2,1,1,1
188,13,0,155,0,1,1,2,1
189,29,0,155,0,2,0,1,1
190,7,0,155,0,0,0,2,0
191,14,0,155,0,2,0,1,1
192,15,0,155,0,0,0,2,0
193,4,0,155,0,2,0,0,1
194,24,0,155,0,0,1,0,2
195,15,0,155,1,2,0,1,0
196,8,0,155,0,0,0,2,1
197,26,0,155,0,1,0,0,0
198,21,0,155,1,1,0,0,2
199,0,0,155,0,2,0,1,0
200,12,0,155,1,2,0,1,0
201,22,0,155,0,0,2,1,0
202,20,0,155,0,1,0,1,0
203,0,0,155,0,2,0,2,0
204,9,0,155,1,2,0,0,2
205,2,0,155,0,2,0,2,0
206,4,0,155,0,2,0,0,0
207,27,0,155,0,2,0,0,0
208,10,0,155,2,0,0,1,0
209,24,0,155,1,1,0,2,0
210,5,0,155,0,1,0,0,0
211,10,0,155,0,0,0,1,0
212,6,0,155,0,0,0,1,1
213,4,0,155,0,2,1,1,2
214,21,0,155,0,1,2,2,2
215,27,0,155,1,2,0,0,0
216,22,0,155,0,0,0,0,0
217,29,0,155,1,1,0,1,2
218,19,0,155,0,1,1,2,2
219,10,0,155,0,1,1,1,0
220,29,0,155,1,2,0,2,2
221,8,0,155,0,2,0,1,2
222,25,0,155,2,2,0,1,0
223,25,0,155,2,1,0,2,2
224,4,0,155,0,1,0,1,2
225,18,0,155,0,2,0,2,0
226,9,0,155,1,1,0,1,0
227,25,0,155,2,1,0,0,1
228,12,0,155,0,0,0,1,2
229,3,0,155,0,1,2,1,0
230,2,0,155,2,0,1,0,0
231,14,0,155,0,0,0,1,0
232,2,0,155,1,2,1,0,1
233,6,0,155,0,0,1,0,2
234,1,0,155,1,2,0,1,0
235,9,0,155,0,1,1,0,0
236,1,0,155,0,1,2,2,1
237,18,0,155,1,2,2,1,1
238,8,0,155,0,0,0,1,1
239,21,0,155,2,2,0,1,1
240,20,0,155,0,1,0,0,0
241,18,0,155,0,2,0,1,0
242,0,0,155,0,1,0,0,0
243,2,0,155,0,2,0,0,2
244,8,0,155,1,0,0,1,1
245,24,0,155,0,2,1,0,0
246,28,0,155,0,0,1,1,0
247,10,0,155,0,2,1,0,0
248,14,0,155,0,1,1,1,0
249,25,0,155,1,2,1,1,0
250,5,0,155,0,2,1,0,1
251,26,0,155,0,1,0,1,0
252,11,0,155,0,2,0,1,0
253,16,0,155,0,1,0,2,1
254,10,0,155,1,2,0,2,0
255,11,0,155,0,1,0,0,1
256,7,0,155,0,1,1,0,0
257,24,0,155,2,0,1,1,1
258,18,0,155,0,1,0,1,0
259,18,0,155,0,2,0,1,0
260,27,0,155,1,2,0,2,1
261,5,0,155,1,2,0,0,0
262,22,0,155,1,2,0,0,0
263,1,0,155,0,0,0,1,2
264,0,0,155,0,2,0,1,1
265,17,0,155,0,0,1,0,1
266,24,0,155,0,1,0,2,0
267,22,0,155,0,1,0,0,0
268,11,0,155,1,0,0,0,0
269,8,0,155,1,2,0,1,2
270,12,0,155,0,1,0,1,2
271,23,0,155,1,1,0,0,0
272,27,0,155,2,2,1,2,2
273,15,0,155,0,1,0,2,0
274,9,0,155,0,2,1,0,0
275,7,0,155,1,2,0,2,0
276,29,0,155,0,1,0,1,2
277,25,0,155,1,0,0,0,1
278,7,0,155,2,2,1,0,0
279,5,0,155,2,0,0,1,0
280,14,0,155,0,1,2,0,1
281,26,0,155,1,0,0,2,0
282,10,0,155,0,2,1,0,0
283,18,0,155,1,0,1,1,0
284,25,0,155,0,1,0,0,0
285,10,0,155,1,0,0,1,1
286,2,0,155,0,1,1,1,0
287,27,0,155,0,1,1,1,2
288,23,0,155,1,1,0,1,0
289,19,0,155,1,2,0,0,0
290,26,0,155,0,2,0,0,1
291,12,0,155,2,0,0,0,0
292,6,0,155,1,2,2,1,0
293,5,0,155,0,1,1,1,2
294,29,0,155,0,1,0,1,2
295,11,0,155,0,2,0,0,1
296,26,0,155,1,2,0,1,0
297,12,0,155,0,0,1,1,0
298,27,0,155,0,1,0,0,2
299,26,0,155,0,2,1,1,1
300,20,0,155,1,0,2,1,2
301,5,0,155,2,1,1,2,0
302,8,0,155,1,2,0,1,0
303,21,0,155,1,2,0,2,0
304,14,0,155,1,2,0,1,2
305,2,0,155,0,1,0,2,1
306,20,0,155,0,1,0,1,1
307,9,0,155,0,1,2,1,0
308,14,0,155,0,1,0,0,2
309,22,0,155,0,2,0,1,2
310,20,0,155,0,1,1,2,0
311,8,0,155,0,0,0,0,0
312,10,0,155,1,0,0,1,0
313,20,0,155,1,0,0,1,1
314,9,0,155,0,2,2,1,0
315,8,0,155,0,2,0,1,0
316,5,0,155,1,1,0,2,0
317,16,0,155,0,2,0,2,1
318,7,0,155,2,2,1,1,0
319,16,0,155,1,2,0,0,0
320,10,0,155,1,0,2,1,1
321,9,0,155,1,1,0,0,2
322,0,0,155,1,1,0,1,1
323,24,0,155,0,1,0,0,1
324,27,0,155,2,2,1,0,0
325,26,0,155,0,1,2,0,0
326,27,0,155,0,2,0,1,2
327,14,0,155,1,1,0,1,0
328,28,0,155,1,0,0,1,0
329,29,0,155,1,1,2,1,0
330,0,0,155,1,2,1,1,0
331,0,0,155,2,2,0,1,0
332,11,0,155,0,2,1,1,0
333,26,0,155,0,0,0,1,0
334,23,0,155,0,2,0,1,1
335,5,0,155,0,0,0,0,1
336,14,0,155,0,2,0,1,0
337,16,0,155,0,2,1,0,2
338,13,0,155,0,2,1,1,0
339,13,0,155,0,2,1,1,0
340,13,0,155,0,1,0,1,2
341,6,0,155,0,0,0,2,2
342,24,0,155,0,1,0,0,1
343,24,0,155,0,2,0,0,2
344,5,0,155,1,1,0,1,1
345,8,0,155,0,0,0,0,1
346,5,0,155,1,2,1,1,1
347,27,0,155,0,0,1,1,1
348,24,0,155,0,1,0,1,0
349,10,0,155,2,0,0,1,1
350,26,0,155,0,1,1,1,0
351,21,0,155,2,2,1,2,2
352,14,0,155,0,2,0,1,0
353,4,0,155,0,2,1,1,0
354,25,0,155,2,2,1,1,1
355,14,0,155,0,2,0,0,1
356,27,0,155,0,2,0,1,0
357,20,0,155,0,0,0,1,0
358,1,0,155,2,0,1,1,0
359,3,0,155,0,0,0,1,1
360,20,0,155,1,2,0,0,0
361,15,0,155,0,0,0,0,0
362,18,0,155,0,1,0,0,0
363,14,0,155,0,1,0,1,2
364,29,0,155,0,2,2,1,2
365,1,0,155,1,2,0,2,1
366,10,0,155,0,2,1,1,0
367,29,0,155,1,2,1,0,0
368,7,0,155,0,1,0,1,2
369,8,0,155,2,0,0,1,0
370,26,0,155,0,0,1,1,0
371,25,0,155,0,2,0,1,0
372,5,0,155,0,0,0,1,2
373,5,0,155,0,0,0,0,2
374,17,0,155,0,0,0,1,0
375,4,0,155,0,0,0,1,2
376,7,0,155,0,0,0,1,1
377,10,0,155,0,1,0,1,0
378,4,0,155,0,0,0,2,0
379,25,0,155,0,1,2,2,0
380,27,0,155,1,1,0,0,2
381,27,0,155,1,1,0,0,0
382,6,0,155,0,2,0,1,1
383,10,0,155,0,2,0,1,2
384,1,0,155,1,0,1,0,0
385,14,0,155,0,2,0,2,1
386,24,0,155,1,2,2,1,2
387,13,0,155,0,1,0,0,0
388,23,0,155,0,1,1,1,0
389,11,0,155,0,0,0,0,0
390,27,0,155,0,1,0,2,1
391,13,0,155,1,1,1,0,1
392,16,0,155,0,2,0,1,2
393,3,0,155,1,1,0,2,0
394,19,0,155,0,1,1,1,0
395,4,0,155,1,2,0,1,1
396,24,0,155,0,1,0,1,0
397,15,0,155,0,2,1,0,1
398,17,0,155,0,0,0,2,2
399,13,0,155,0,2,2,2,0
400,27,0,155,2,0,1,0,0
401,13,0,155,0,0,0,1,0
402,1,0,155,0,0,0,1,1
403,23,0,155,1,0,2,1,2
404,16,0,155,1,2,0,0,1
405,29,0,155,0,2,0,1,0
406,17,0,155,1,2,0,0,1
407,20,0,155,1,2,0,2,0
408,25,0,155,0,2,0,1,1
409,22,0,155,0,1,0,1,2
410,7,0,155,0,2,0,2,0
411,7,0,155,0,2,1,0,0
412,14,0,155,0,2,2,1,1
413,17,0,155,0,2,0,0,1
414,3,0,155,0,2,2,1,0
415,14,0,155,0,2,0,0,2
416,19,0,155,0,0,0,1,0
417,12,0,155,0,0,2,1,0
418,4,0,155,0,2,0,0,0
419,11,0,155,0,2,0,0,2
420,16,0,155,2,2,0,1,1
421,6,0,155,0,1,0,2,0
422,22,0,155,0,0,0,1,0
423,28,0,155,0,0,0,2,0
424,9,0,155,0,0,1,2,0
425,9,0,155,0,0,1,2,2
426,10,0,155,0,2,0,1,2
427,12,0,155,2,2,1,2,0
428,18,0,155,1,2,0,0,1
429,19,0,155,1,0,0,1,0
430,5,0,155,1,0,1,0,2
431,20,0,155,2,2,0,1,0
432,29,0,155,1,2,2,1,0
433,1,0,155,0,2,0,1,0
434,6,0,155,0,2,0,2,0
435,22,0,155,0,0,0,2,0
436,23,0,155,0,2,0,1,0
437,23,0,155,2,1,0,1,2
438,12,0,155,0,0,0,2,0
439,4,0,155,0,2,0,1,1
440,5,0,155,1,0,0,1,0
441,10,0,155,0,2,0,1,2
442,10,0,155,0,2,0,1,0
443,7,0,155,0,0,0,1,0
444,17,0,155,0,2,0,1,0
445,21,0,155,1,0,1,1,2
446,6,0,155,0,1,0,1,1
447,13,0,155,0,2,0,1,0
448,0,0,155,0,2,1,0,0
449,19,0,155,0,0,0,0,2
450,0,0,155,0,0,1,2,0
451,23,0,155,1,1,0,2,1
452,19,0,155,0,1,0,2,0
453,21,0,155,0,0,0,1,1
454,7,0,155,0,0,2,2,2
455,11,0,155,0,2,1,1,1
456,4,0,155,0,1,2,2,1
457,13,0,155,0,1,1,1,0
458,9,0,155,0,2,1,0,1
459,10,0,155,1,1,0,2,2
460,27,0,155,0,0,0,0,1
461,5,0,155,0,1,0,1,0
462,25,0,155,1,1,0,0,0
463,26,0,155,0,2,0,0,0
464,1,0,155,1,0,0,1,2
465,1,0,155,0,2,0,2,0
466,10,0,155,0,2,0,1,1
467,7,0,155,1,1,1,0,1
468,1,0,155,1,2,0,1,0
469,26,0,155,0,2,0,1,0
470,27,0,155,0,0,0,0,2
471,5,0,155,0,1,0,1,0
472,16,0,155,0,1,0,0,0
473,27,0,155,0,2,0,2,0
474,26,0,155,0,2,0,2,0
475,5,0,155,1,0,0,1,0
476,21,0,155,2,2,0,0,0
477,25,0,155,0,1,1,2,0
478,28,0,155,0,2,2,0,0
479,8,0,155,0,2,1,0,1
480,3,0,155,0,2,2,1,0
481,15,0,155,0,0,0,2,1
482,9,0,155,0,0,0,1,1
483,20,0,155,2,2,2,1,0
484,28,0,155,0,0,0,0,2
485,5,0,155,0,1,0,1,1
486,9,0,155,0,0,0,1,0
487,11,0,155,0,0,0,0,1
488,8,0,155,0,0,0,1,0
489,2,0,155,0,1,0,1,1
490,28,0,155,1,2,0,1,1
491,17,0,155,1,0,1,1,0
492,16,0,155,0,1,0,1,1
493,12,0,155,2,2,0,2,0
494,3,0,155,1,1,0,0,0
495,19,0,155,0,0,0,2,0
496,17,0,155,0,2,1,2,0
497,0,0,155,1,0,0,1,2
498,3,0,155,0,0,1,0,1
499,0,0,155,0,1,0,0,0
500,19,0,155,0,2,0,2,1
501,16,0,155,0,2,0,2,1
502,23,0,155,0,0,1,1,0
503,24,0,155,0,1,2,1,0
504,15,0,155,0,1,0,1,0
505,22,0,155,0,0,1,0,1
506,22,0,155,2,0,1,1,1
507,20,0,155,0,0,1,1,0
508,3,0,155,1,0,0,0,0
509,4,0,155,0,1,0,1,0
510,29,0,155,0,2,0,2,1
511,4,0,155,1,2,1,1,0
512,12,0,155,0,1,0,2,1
513,25,0,155,0,2,0,1,0
514,29,0,155,2,2,0,1,0
515,12,0,155,0,2,2,2,0
516,8,0,155,0,2,1,1,1
517,21,0,155,0,2,0,1,0
518,8,0,155,0,2,0,2,0
519,21,0,155,0,2,2,2,1
520,10,0,155,0,0,0,0,0
521,27,0,155,1,2,0,1,0
522,1,0,155,1,2,0,0,0
523,16,0,155,1,0,0,1,1
524,1,0,155,1,0,0,0,0
525,23,0,155,0,1,0,0,1
526,13,0,155,2,1,1,1,0
527,22,0,155,1,0,1,1,0
528,22,0,155,0,2,0,2,2
529,18,0,155,1,2,0,2,1
530,23,0,155,2,0,0,1,0
531,15,0,155,0,0,0,1,0
532,21,0,155,0,1,1,1,0
533,23,0,155,1,0,1,0,1
534,19,0,155,1,1,0,1,0
535,16,0,155,0,2,0,1,0
536,3,0,155,0,0,2,1,0
537,6,0,155,2,1,0,2,0
538,27,0,155,0,2,1,1,0
539,14,0,155,0,2,0,2,2
540,6,0,155,1,0,0,2,0
541,23,0,155,2,0,2,1,2
542,7,0,155,0,1,0,2,0
543,19,0,155,0,2,1,0,0
544,8,0,155,1,2,0,1,2
545,12,0,155,0,1,0,0,0
546,13,0,155,0,0,2,1,0
547,29,0,155,0,1,1,2,1
548,11,0,155,0,1,0,1,0
549,12,0,155,0,1,0,1,0
550,18,0,155,1,1,0,2,1
551,23,0,155,0,2,1,2,0
552,29,0,155,0,2,0,0,0
553,22,0,155,1,1,1,1,0
554,23,0,155,0,0,0,1,0
555,5,0,155,0,2,0,0,0
556,15,0,155,0,2,1,0,0
557,26,0,155,0,1,0,1,1
558,5,0,155,0,2,1,0,1
559,20,0,155,0,2,0,2,1
560,12,0,155,0,2,1,1,1
561,17,0,155,1,1,1,1,2
562,13,0,155,0,0,1,0,0
563,1,0,155,0,2,0,0,1
564,0,0,155,0,1,1,1,0
565,3,0,155,0,1,0,0,0
566,8,0,155,1,2,0,0,1
567,14,0,155,0,0,0,1,1
568,14,0,155,0,2,1,2,0
569,14,0,155,0,1,0,2,0
570,12,0,155,0,2,0,1,1
571,9,0,155,0,2,0,1,1
572,16,0,155,0,0,0,0,1
573,14,0,155,0,0,1,1,0
574,13,0,155,1,2,0,1,0
575,11,0,155,1,1,2,1,0
576,14,0,155,0,0,0,1,1
577,5,0,155,1,2,0,0,0
578,24,0,155,0,2,0,0,1
579,5,0,155,1,0,0,1,0
580,9,0,155,1,1,1,2,0
581,2,0,155,0,1,2,2,1
582,0,0,155,0,0,0,0,2
583,27,0,155,0,1,2,0,0
584,22,0,155,0,2,0,1,1
585,14,0,155,1,1,1,1,1
586,25,0,155,1,0,0,0,2
587,28,0,155,0,0,2,0,0
588,19,0,155,1,2,2,1,1
589,9,0,155,0,1,0,2,0
590,24,0,155,0,1,0,1,0
591,1,0,155,1,1,0,1,1
592,8,0,155,0,2,2,1,1
593,20,0,155,2,2,1,1,2
594,24,0,155,1,1,0,1,0
595,15,0,155,2,0,2,0,0
596,20,0,155,1,0,0,2,0
597,14,0,155,1,1,1,0,0
598,2,0,155,0,0,2,0,0
599,9,0,155,0,1,0,1,2
600,0,0,155,1,2,2,0,0
601,21,0,155,2,0,0,1,0
602,1,0,155,1,1,0,1,0
603,25,0,155,2,1,2,0,1
604,13,0,155,0,1,0,2,1
605,5,0,155,1,2,0,0,0
606,25,0,155,0,0,0,1,0
607,26,0,155,0,1,0,1,1
608,13,0,155,2,0,0,2,0
609,10,0,155,0,2,0,0,2
610,19,0,155,0,1,0,0,1
611,29,0,155,0,0,0,0,0
612,2,0,155,0,0,0,2,2
613,9,0,155,2,2,0,2,0
614,12,0,155,0,2,1,1,0
615,29,0,155,2,1,1,0,1
616,7,0,155,0,2,0,1,2
617,15,0,155,0,1,2,1,1
618,13,0,155,1,2,0,1,1
619,6,0,155,1,1,1,1,0
620,23,0,155,0,2,0,0,0
621,3,0,155,2,2,0,1,0
622,1,0,155,0,2,0,1,1
623,13,0,155,1,2,0,1,1
624,21,0,155,0,0,0,1,2
625,0,0,155,1,2,0,1,2
626,10,0,155,0,0,0,1,0
627,5,0,155,0,2,0,0,0
628,15,0,155,0,1,0,1,1
629,7,0,155,2,2,0,1,2
630,6,0,155,0,0,0,0,2
631,17,0,155,0,1,2,1,1
632,9,0,155,0,0,0,2,0
633,2,0,155,0,2,0,1,0
634,26,0,155,0,2,0,0,0
635,1,0,155,1,1,0,2,0
636,25,0,155,0,2,0,1,0
637,25,0,155,0,0,0,0,1
638,22,0,155,0,0,1,1,2
639,27,0,155,0,1,0,0,0
640,23,0,155,0,2,0,0,0
641,28,0,155,0,2,0,0,0
642,8,0,155,0,2,1,0,2
643,9,0,155,2,2,1,1,1
644,16,0,155,2,0,0,1,0
645,23,0,155,0,2,0,2,0
646,2,0,155,0,2,0,2,2
647,25,0,155,0,1,0,2,1
648,3,0,155,0,1,0,1,1
649,1,0,155,2,2,0,2,0
650,0,0,155,0,2,2,0,0
651,29,0,155,0,0,0,2,1
652,11,0,155,2,2,1,1,1
653,8,0,155,1,1,0,0,0
654,20,0,155,2,1,0,1,2
655,27,0,155,2,0,0,1,1
656,6,0,155,0,2,0,0,0
657,20,0,155,1,0,0,1,1
658,6,0,155,1,2,2,2,0
659,14,0,155,0,0,0,2,1
660,0,0,155,0,2,0,1,0
661,4,0,155,1,1,2,1,0
662,26,0,155,0,2,1,2,0
663,3,0,155,1,2,0,1,0
664,0,0,155,2,0,0,2,0
665,23,0,155,1,1,0,1,0
666,25,0,155,1,2,1,0,0
667,9,0,155,0,2,0,0,1
668,0,0,155,0,1,1,0,0
669,19,0,155,0,1,0,2,2
670,8,0,155,0,2,2,1,2
671,19,0,155,0,0,2,1,2
672,1,0,155,2,1,0,0,2
673,21,0,155,0,2,1,2,1
674,20,0,155,0,0,0,1,0
675,25,0,155,0,2,0,0,0
676,9,0,155,0,1,0,1,1
677,3,0,155,1,1,2,1,1
678,15,0,155,0,0,0,2,0
679,6,0,155,0,2,0,1,1
680,16,0,155,0,1,0,1,0
681,15,0,155,1,2,0,1,1
682,19,0,155,1,0,1,2,0
683,19,0,155,2,0,0,1,1
684,4,0,155,0,2,2,0,1
685,19,0,155,0,1,0,2,0
686,24,0,155,0,1,1,1,0
687,2,0,155,0,1,0,1,0
688,13,0,155,0,2,2,2,0
689,20,0,155,1,2,0,1,0
690,19,0,155,0,0,1,0,0
691,17,0,155,1,2,1,2,0
692,10,0,155,1,2,0,0,1
693,28,0,155,1,2,0,1,1
694,0,0,155,1,2,0,1,0
695,21,0,155,1,2,1,1,0
696,22,0,155,0,1,2,1,1
697,24,0,155,0,0,1,1,0
698,28,0,155,1,2,0,1,0
699,22,0,155,1,0,1,1,0
700,27,0,155,2,1,0,1,1
701,3,0,155,1,0,0,1,0
702,9,0,155,0,0,0,1,0
703,23,0,155,0,2,0,1,0
704,9,0,155,1,1,0,1,2
705,25,0,155,0,0,0,0,1
706,28,0,155,0,2,0,1,0
707,0,0,155,2,1,1,2,0
708,24,0,155,1,2,1,0,0
709,20,0,155,0,1,0,2,0
710,12,0,155,0,2,0,0,0
711,4,0,155,0,1,1,0,2
712,27,0,155,0,2,0,1,2
713,6,0,155,1,1,0,2,0
714,13,0,155,0,0,2,0,1
715,10,0,155,1,1,0,2,1
716,0,0,155,0,0,0,0,1
717,7,0,155,0,2,0,0,1
718,25,0,155,2,1,0,2,2
719,14,0,155,0,2,1,1,1
720,17,0,155,1,1,0,1,0
721,18,0,155,1,2,0,2,0
722,1,0,155,0,2,0,2,0
723,19,0,155,0,1,0,2,2
724,18,0,155,0,2,0,0,0
725,24,0,155,1,1,0,1,2
726,15,0,155,1,2,0,1,0
727,21,0,155,0,2,0,0,0
728,0,0,155,0,2,2,0,1
729,26,0,155,1,0,0,2,0
730,4,0,155,2,2,1,0,1
731,10,0,155,0,1,0,1,1
732,21,0,155,0,0,0,0,0
733,7,0,155,1,1,0,1,2
734,25,0,155,0,0,0,1,1
735,8,0,155,0,1,0,2,1
736,14,0,155,0,2,0,2,2
737,15,0,155,0,1,0,1,2
738,10,0,155,1,2,0,1,1
739,14,0,155,2,2,0,2,1
740,10,0,155,1,2,1,1,1
741,20,0,155,1,2,2,0,0
742,18,0,155,1,1,0,1,1
743,10,0,155,1,0,0,0,0
744,17,0,155,1,0,0,1,0
745,22,0,155,1,1,0,1,2
746,16,0,155,0,1,1,1,1
747,8,0,155,0,1,1,1,2
748,16,0,155,0,2,0,1,1
749,10,0,155,0,2,0,1,0
750,15,0,155,0,2,0,1,0
751,2,0,155,0,0,0,1,0
752,14,0,155,0,0,2,0,0
753,13,0,155,2,1,0,1,0
754,17,0,155,1,2,2,0,0
755,19,0,155,0,1,0,1,2
756,6,0,155,2,0,2,1,2
757,0,0,155,0,2,0,1,1
758,0,0,155,1,0,0,0,0
759,19,0,155,1,2,0,2,2
760,23,0,155,2,2,0,1,0
761,0,0,155,1,0,0,0,1
762,17,0,155,0,1,1,1,1
763,15,0,155,0,1,0,2,1
764,20,0,155,0,0,1,1,0
765,0,0,155,0,1,1,1,1
766,28,0,155,0,2,0,1,0
767,10,0,155,0,0,0,1,0
768,27,0,155,1,1,0,0,0
769,29,0,155,2,2,0,2,1
770,20,0,155,0,2,1,2,0
771,29,0,155,0,1,0,2,0
